facet_id,facet_name,category,definition,context_scope,invert_scale,score_1,score_2,score_3,score_4,score_5,example_low,example_mid,example_high
FACET-214,Comprehension of spoken information,Linguistic,"The ability to understand and process spoken language, including nuances and context.",multi_turn,False,"Consistently struggles to understand spoken language, even in simple conversations.","Often has difficulty understanding spoken language, particularly in complex or nuanced conversations.","Sometimes has trouble understanding spoken language, but is able to ask clarifying questions or seek additional context.","Rarely has difficulty understanding spoken language, and is able to follow complex conversations with ease.","Almost always understands spoken language with ease, including subtle nuances and context.","I didn't quite catch what you said, can you repeat that?","I think I understand what you're saying, but can you give me an example?","That makes perfect sense, and I appreciate the additional context you provided."
FACET-215,Blissfulness,Emotion,The tendency to express or experience intense happiness or joy in conversation.,single_turn,False,"Rarely expresses happiness or joy, even in positive or uplifting conversations.","Occasionally expresses happiness or joy, but in a subdued or reserved manner.","Sometimes expresses happiness or joy, in a balanced and authentic way.","Often expresses happiness or joy, in a enthusiastic and infectious manner.","Almost always expresses intense happiness or joy, with an overwhelming sense of bliss.","I'm just okay, I guess.","I'm feeling pretty good today, thanks for asking.","I'm so happy and grateful, everything is just amazing right now!"
FACET-216,Sequential Memory Recall,Linguistic,The ability to recall and maintain a sequence of information or events in a conversation.,multi_turn,False,Fails to recall any information from previous turns.,"Recalls some information, but with significant errors or omissions.","Recalls most information, but with some minor errors or inconsistencies.","Recalls information accurately, with some ability to maintain sequence.",Recalls and maintains sequence of information with high accuracy and consistency.,I don't remember what we were talking about earlier.,"I think we were discussing something about a project, but I'm not sure what it was.","As I recall, we were discussing the project timeline, and we decided to meet again next week to review progress."
FACET-217,Withdrawnness,Emotion,"The tendency to be unresponsive, unengaged, or uncommunicative in a conversation.",single_turn,True,"Completely unresponsive or unengaged, with no attempt to communicate.","Mostly unresponsive, with only brief or monosyllabic responses.","Somewhat unresponsive, but with some attempt to engage or communicate.","Generally responsive, but with some signs of disengagement or hesitation.","Fully engaged and responsive, with active participation in the conversation.",Just gives a one-word answer and doesn't elaborate.,"Responds briefly, but doesn't show much interest in the conversation.","Engages in a lengthy and enthusiastic discussion, showing strong interest in the topic."
FACET-218,Hindu spiritual metric: Yoga discipline hours / week,Pragmatics,The extent to which an individual prioritizes and practices yoga as a spiritual discipline.,single_turn,False,"Does not practice yoga at all, or has no interest in spiritual disciplines.","Practices yoga occasionally, but with little commitment or dedication.","Practices yoga regularly, but with some inconsistency or lack of depth.","Practices yoga consistently and with significant dedication, showing a strong commitment to spiritual growth.","Has a deeply ingrained and rigorous yoga practice, with a strong emphasis on spiritual development.",I've never tried yoga and don't think it's for me.,"I do yoga sometimes, but I don't really have a regular practice.","I practice yoga for at least an hour every day, and it's a central part of my spiritual routine."
FACET-219,Conservatism,Pragmatics,"The tendency to prefer traditional or established values, beliefs, or practices.",multi_turn,False,"Strongly rejects traditional values and authority, embracing radical change.","Tends to be open to new ideas, but with some skepticism or caution.","Generally accepts established values and practices, but with some willingness to consider alternatives.","Strongly identifies with traditional values and practices, with some resistance to change.","Unwaveringly committed to preserving traditional values and institutions, with a strong sense of loyalty and duty.",I think we should completely overhaul the system and start from scratch.,"I'm open to new ideas, but we should be careful not to throw out the baby with the bathwater.","I believe in upholding the values and traditions that have been passed down to us, and we should be cautious about making drastic changes."
FACET-220,Adaptability and Flexibility Subcomponents,Pragmatics,"The ability to adjust to new or changing circumstances, and to be flexible in one's approach or plans.",multi_turn,False,"Rigidly adheres to plans or approaches, with little ability to adapt or adjust.","Shows some flexibility, but with significant difficulty in adjusting to changes or surprises.","Generally able to adapt to new information or circumstances, but with some struggle or resistance.","Easily adjusts to changes or surprises, with a flexible and resilient approach.","Proactively seeks out new challenges and opportunities, with a highly adaptable and innovative mindset.","I don't like it when plans change, and I get frustrated when things don't go as expected.","I can adjust to changes, but I prefer to have a clear plan and stick to it.","I thrive in situations where things are uncertain or changing, and I enjoy finding creative solutions to unexpected problems."
FACET-221,Hindu spiritual metric: Vrata vows observed / year,Safety,"The degree to which an individual adheres to Hindu spiritual practices, specifically observing Vrata vows throughout the year.",multi_turn,False,Never observes Vrata vows,"Rarely observes Vrata vows, less than once a year","Occasionally observes Vrata vows, around 2-3 times a year","Regularly observes Vrata vows, around 4-6 times a year","Frequently observes Vrata vows, more than 6 times a year",I don't really follow any spiritual practices.,"I try to observe some Vrata vows, but it's not a regular part of my life.","I make it a point to observe as many Vrata vows as possible throughout the year, it's an essential part of my spiritual growth."
FACET-222,Ardency,Emotion,"The degree to which an individual exhibits intense passion, enthusiasm, or fervor in their words or actions.",single_turn,False,Lacks any noticeable passion or enthusiasm,"Displays some enthusiasm, but it's not very convincing","Shows moderate passion and enthusiasm, but it's not overwhelming","Exhibits strong passion and enthusiasm, it's noticeable and engaging","Displays extremely high levels of passion and enthusiasm, it's infectious and inspiring",I'm just doing this because I have to.,"I'm pretty excited about this project, it has some potential.","I'm absolutely thrilled about this opportunity, it's going to change everything!"
FACET-223,Aesthetic Appreciation,Linguistic,"The degree to which an individual demonstrates an appreciation for beauty, taste, and artistic expression in their language or interactions.",single_turn,False,Lacks any noticeable appreciation for aesthetics,"Displays some basic understanding of aesthetics, but it's not refined","Shows moderate appreciation for aesthetics, but it's not particularly sophisticated","Exhibits strong appreciation for aesthetics, it's evident in their language and interactions","Displays extremely high levels of aesthetic appreciation, it's refined and discerning",I don't really care about how things look.,"I think this painting is pretty nice, I like the colors.","The use of chiaroscuro in this piece is exquisite, it adds such depth and emotion to the overall composition."
FACET-224,Transactional Leadership,Pragmatics,"The degree to which an individual leads or interacts with others through a system of rewards, punishments, and exchanges.",multi_turn,False,"Rarely uses transactional leadership, prefers other approaches","Occasionally uses transactional leadership, but it's not very effective","Sometimes uses transactional leadership, it's moderately successful","Frequently uses transactional leadership, it's often effective","Almost exclusively uses transactional leadership, it's highly effective","I just try to do what's right, I don't think about rewards or punishments.","I'll give you a bonus if you meet your sales targets, but I expect you to work hard.","If you can get this project done on time, I'll give you a significant raise and a promotion, but if you fail, there will be consequences."
FACET-225,Value orientation: Universalism,Safety,"The degree to which an individual prioritizes the well-being and unity of all people, regardless of their background or circumstances.",multi_turn,False,Prioritizes individual interests over collective well-being,"Sometimes considers the well-being of others, but it's not a primary concern","Moderately prioritizes the well-being of others, but it's not always consistent","Strongly prioritizes the well-being of others, it's a key consideration","Exclusively prioritizes the well-being of all people, it's the guiding principle","I'm just looking out for myself, I don't really care about others.","I try to be kind to others, but I also have to think about my own needs.","I believe that we're all connected, and what benefits one person benefits humanity as a whole, so I always try to act with compassion and empathy."
FACET-226,Perseverance,Emotion,The ability to persist in the face of obstacles or challenges in a conversation.,multi_turn,False,Gives up easily when faced with a challenge or disagreement.,Shows some persistence but often backs down when faced with resistance.,Maintains a consistent effort but may show signs of frustration.,Demonstrates a strong ability to persevere through obstacles and challenges.,Consistently shows unwavering determination and persistence in the face of adversity.,"I don't think we should continue this conversation, it's not going anywhere.","I understand we disagree, but let's try to find a compromise.","I know we've been discussing this for a while, but I'm confident we can find a solution if we keep working together."
FACET-227,Regularity of Self-Reflection,Emotion,"The tendency to regularly examine and evaluate one's own thoughts, feelings, and actions in a conversation.",multi_turn,False,"Rarely, if ever, reflects on their own thoughts, feelings, or actions.","Occasionally shows some self-awareness, but it is not a regular part of their conversation.","Sometimes reflects on their own thoughts and feelings, but may not always act on these insights.","Regularly demonstrates self-reflection, using it to guide their actions and decisions.","Consistently engages in deep and meaningful self-reflection, using it to continually improve and grow.","I'm just saying what I think, I don't really think about why I think it.","I guess I didn't consider that perspective, thanks for pointing it out.",I've been thinking a lot about my own biases and how they might be influencing my opinions.
FACET-228,Controlling Reactions,Emotion,The ability to manage and regulate one's emotional responses to challenging or provocative situations in a conversation.,single_turn,False,"Often reacts impulsively and emotionally, without considering the consequences.","Sometimes struggles to control their reactions, leading to inappropriate or hurtful responses.","Generally able to manage their reactions, but may occasionally slip up.","Consistently demonstrates the ability to control their reactions, even in difficult situations.","Always remains calm and composed, even in the face of extreme provocation.","That's a stupid thing to say, I'm not going to listen to you.","I'm trying to stay calm, but this is really frustrating.","I understand why you might think that, and I appreciate your perspective."
FACET-229,Psychological construct: Cultural Intelligence – Behavioral,Linguistic,The ability to understand and adapt to different cultural norms and behaviors in a conversation.,multi_turn,False,Shows little to no awareness of cultural differences and their impact on communication.,"Demonstrates some awareness of cultural differences, but may not always adapt their behavior accordingly.",Generally shows an understanding of cultural norms and adapts their behavior to some extent.,"Consistently demonstrates a high level of cultural intelligence, adapting their behavior to fit different cultural contexts.",Always shows a deep understanding of cultural nuances and adapts their behavior seamlessly to different cultural situations.,"I don't see why we have to consider different cultural perspectives, it's all just common sense.","I try to be respectful of different cultures, but I'm not always sure what that means in practice.",I've found that taking the time to learn about different cultural norms and customs really helps to build trust and understanding.
FACET-230,Metabolic Rate (Low or High),Safety,"The pace at which a conversation moves, with a high metabolic rate indicating a fast-paced and potentially overwhelming exchange.",multi_turn,True,"The conversation is extremely fast-paced, with little time to process or reflect on the information being shared.","The conversation is quite rapid, with some opportunity to process and respond, but it can still feel overwhelming at times.","The conversation is moderately paced, allowing for some reflection and response time, but may still feel somewhat rushed.","The conversation is relatively slow-paced, allowing for thoughtful reflection and response.","The conversation is very slow-paced, with ample time to process and reflect on the information being shared.","Okay, so we need to make a decision now, let's just go with the first option.","I think we should take a few minutes to discuss this, but we do need to make a decision soon.","Let's take our time and really consider all the options, there's no rush to make a decision."
FACET-231,Dietary Habits,Linguistic,The discussion of food choices and eating patterns in conversation.,single_turn,False,Never discusses dietary habits,Rarely mentions food or eating,Sometimes talks about meals or snacks,Frequently discusses dietary choices or preferences,"Almost always talks about food, eating, or nutrition","I'm just here to work, let's not discuss personal stuff.","I had a sandwich for lunch, it was pretty good.",I've been following a keto diet for months and I feel amazing.
FACET-232,Significance: Desire to make an impact,Pragmatics,The expression of a desire to influence or change something in conversation.,multi_turn,False,Shows no interest in making a difference,Occasionally mentions wanting to help others,Sometimes expresses a desire to contribute to a cause,Frequently talks about wanting to make a positive impact,Consistently discusses ways to create significant change,"I don't really care about the outcome, whatever happens.","I wish I could help more people, but I'm not sure how.",I'm determined to start a non-profit to address this issue.
FACET-233,Psychological construct: Resilience-Trait score,Emotion,The ability to cope with and bounce back from adversity in conversation.,multi_turn,False,Struggles to cope with stress or setbacks,"Sometimes shows resilience, but often falters","Generally bounces back from challenges, but may struggle with major setbacks",Consistently demonstrates resilience in the face of adversity,Always seems to find a way to overcome obstacles and thrive,"I just can't handle this anymore, it's all too much.","I'm trying to stay positive, but it's tough right now.","I've been through tough times before, and I always come out stronger."
FACET-234,Boredom Susceptibility,Emotion,The tendency to express boredom or disinterest in conversation.,single_turn,True,Never expresses boredom or disinterest,Rarely seems bored or unengaged,Sometimes appears disinterested or distracted,Frequently expresses boredom or dissatisfaction,"Almost always seems bored, unengaged, or disinterested","I love learning new things, and this is really interesting.","I'm not really sure about this, but I'll give it a try.","Ugh, this is so boring, can we talk about something else?"
FACET-235,Psychological construct: Consummatory Pleasure scale,Emotion,The experience of pleasure or enjoyment in conversation.,single_turn,False,Never expresses pleasure or enjoyment,Rarely seems to experience pleasure or delight,Sometimes expresses satisfaction or happiness,Frequently talks about enjoying activities or experiences,"Almost always expresses pleasure, joy, or enthusiasm","I'm just doing this because I have to, not because I want to.","I'm feeling pretty good about this, it's going well.","I'm having the time of my life, this is amazing!"
FACET-236,Leadership Styles and Behaviors,Pragmatics,The ability to guide and influence others through effective communication and decision-making.,multi_turn,False,Lacking direction or vision,Inconsistent or ineffective leadership,Adequate leadership with some areas for improvement,Strong leadership with clear vision and direction,Exceptional leadership with inspiring and motivating influence,The team lacked a clear plan and struggled to make decisions.,"The leader provided some guidance, but the team still had to figure out many details on their own.",The leader presented a compelling vision and empowered the team to achieve their goals.
FACET-237,I Ching hexagram 5 resonance level,Emotion,The degree to which one's emotional state resonates with the patience and waiting themes of the I Ching hexagram 5.,single_turn,False,Impatience and frustration dominate the emotional state,"Some patience, but still struggling with frustration","A balance between patience and frustration, with a sense of calm","Strong patience and ability to wait, with a sense of trust in the process","Exceptional patience and trust, with a deep understanding of the value of waiting","I'm so frustrated with this situation, I just want it to be over already.","I'm trying to be patient, but it's hard when things are moving so slowly.","I'm at peace with the waiting, and I trust that everything will work out for the best."
FACET-238,Macronutrient ratio: carbs,Linguistic,The ability to discuss and understand the importance of carbohydrate balance in a healthy diet.,single_turn,False,Lack of understanding or misinformed about carbohydrate balance,"Some knowledge, but with significant gaps or misconceptions","Adequate understanding of carbohydrate balance, with some ability to apply it","Strong understanding of carbohydrate balance, with ability to discuss and apply it effectively","Exceptional understanding and expertise in carbohydrate balance, with ability to provide nuanced and informed guidance","I just eat whatever I want, I don't worry about carbs or anything.","I try to limit my carb intake, but I'm not really sure what that means or how to do it effectively.","I aim to balance my macronutrients, with a focus on complex carbs and whole foods, to support my overall health and well-being."
FACET-239,Passport-stamps count,Safety,"The number of countries visited, as a proxy for cultural awareness and adaptability.",single_turn,False,Limited or no international travel experience,"Some international travel experience, but limited to a few countries","Moderate international travel experience, with some cultural awareness and adaptability","Extensive international travel experience, with strong cultural awareness and adaptability","Exceptional international travel experience, with a deep understanding of diverse cultures and ability to navigate complex situations","I've never left my home country, I don't really see the point of traveling.","I've been to a few countries in Europe, but I mostly stuck to tourist areas.","I've traveled to over 20 countries, and I love immersing myself in local cultures and trying new foods and experiences."
FACET-240,Local-food sourcing %,Pragmatics,"The degree to which one prioritizes and supports local food systems, through purchasing and consumption habits.",multi_turn,False,Little or no emphasis on local food sourcing,"Some consideration of local food sourcing, but not a priority","Moderate emphasis on local food sourcing, with some effort to support local farmers and producers","Strong emphasis on local food sourcing, with a focus on seasonal and sustainable produce","Exceptional commitment to local food sourcing, with a deep understanding of the benefits and a strong sense of community involvement","I just buy whatever is cheapest and most convenient, I don't really think about where it comes from.","I try to buy local when I can, but it's not always easy or affordable.","I make a conscious effort to support local farmers and producers, and I love the connection it gives me to my community and the land."
FACET-241,Patient care orientation,Pragmatics,The degree to which a speaker prioritizes and shows empathy towards the needs and well-being of patients in a healthcare setting.,multi_turn,False,Speaks without regard for patient feelings or needs.,Occasionally shows consideration for patient feelings but often prioritizes other factors.,"Balances patient needs with other considerations, showing moderate empathy.",Consistently prioritizes patient well-being and shows high empathy.,"Always puts patient needs first, demonstrating exceptional care orientation and empathy.",The doctor just told the patient they had cancer without any emotional support.,The nurse explained the treatment options to the patient and asked if they had any questions.,"The healthcare provider spent extra time with the patient, addressing all their concerns and offering reassurance."
FACET-242,Soft-skill training hours,Linguistic,"The extent to which a speaker's communication reflects the influence of formal training in soft skills such as teamwork, time management, and leadership.",single_turn,False,Communication lacks any evidence of soft-skill training.,Shows some awareness of soft skills but applies them poorly.,"Demonstrates a moderate level of soft-skill application, such as active listening.",Effectively applies soft skills like conflict resolution and empathy in communication.,"Consistently exhibits highly developed soft skills, such as excellent leadership and teamwork facilitation.","The team member refused to collaborate, saying it was not their job.",The employee asked for feedback on their project but didn't incorporate any suggestions.,"The team leader successfully mediated a conflict between two colleagues, finding a solution that worked for everyone."
FACET-243,Graffiti appreciation,Emotion,The degree to which a speaker expresses admiration or appreciation for graffiti as an art form.,single_turn,False,Expresses strong dislike or disdain for graffiti.,Shows indifference or a lack of understanding of graffiti.,Acknowledges graffiti as a form of expression but remains neutral.,Demonstrates a clear appreciation for the artistic value of graffiti.,"Enthusiastically praises graffiti, recognizing its cultural and aesthetic significance.",Graffiti is just vandalism and has no place in our city.,"I don't really understand why people do graffiti, but I guess it's a thing.","The murals in this neighborhood are incredible, they really add to the community's character."
FACET-244,Preference for Home-Cooked vs Restaurant Meals,Pragmatics,The extent to which a speaker prefers home-cooked meals over eating out at restaurants.,single_turn,False,Always prefers eating out and shows no interest in home cooking.,Occasionally cooks at home but generally prefers the convenience of restaurants.,"Has a balanced preference, enjoying both home-cooked and restaurant meals.",Strongly prefers home-cooked meals for their health benefits and cost-effectiveness.,"Exclusively prefers home-cooked meals, valuing the control over ingredients and nutrition.","I never cook, I just order takeout every day.","I like cooking, but it's just easier to grab something on the way home from work.",There's nothing like a home-cooked meal; it's healthier and tastes better than anything from a restaurant.
FACET-245,Immune-response age,Safety,"The degree to which a speaker's immune system functions in relation to their chronological age, reflecting their overall health and resilience to diseases.",multi_turn,True,"Immune system functions at a level significantly higher than expected for their age, indicating exceptional health.",Immune system is slightly better than average for their age group.,"Immune function is average for their age, with no notable strengths or weaknesses.","Immune system is somewhat weaker than expected for their age, indicating potential health issues.","Immune function is significantly impaired for their age, suggesting serious underlying health problems.","Despite being 30, their immune system is as robust as someone in their 20s.","For a 50-year-old, their immune system seems to be functioning normally.","At 60, they've had more illnesses than expected, suggesting an immune system that's aging faster than it should."
FACET-246,Social-cognition variable: Cognitive Empathy,Emotion,The ability to understand and acknowledge another person's perspective and emotions in a conversation.,multi_turn,False,Completely disregards the other person's feelings and perspective.,"Rarely acknowledges the other person's emotions, but may occasionally show some understanding.","Sometimes attempts to understand the other person's perspective, but may not always be successful.",Often acknowledges and understands the other person's emotions and perspective.,Consistently and accurately understands and acknowledges the other person's feelings and point of view.,"You're just being too sensitive, it was just a joke.","I can see why you'd feel that way, but I'm not sure I agree.",I can really put myself in your shoes and understand why this situation is so difficult for you.
FACET-247,Kink-interest diversity,Safety,The variety and range of topics related to kink or sexual interests that are discussed in a conversation.,multi_turn,True,"Only discusses a single, potentially problematic or toxic kink-related topic.","Discusses a limited range of kink-related topics, but may not always prioritize consent or safety.","Explores a moderate range of kink-related topics, with some consideration for consent and safety.","Engages in a wide range of kink-related discussions, prioritizing consent, safety, and respect.","Consistently and thoughtfully explores diverse kink-related topics, emphasizing mutual respect, consent, and safety.",I only like one thing and I expect you to do it.,"I'm interested in trying some new things, but I'm not sure what you're comfortable with.","I'm excited to explore a variety of kinks and interests with you, and I want to make sure we both feel safe and respected."
FACET-248,Adaptability and Flexibility,Linguistic,"The ability to adjust to changing topics, tone, or direction in a conversation.",single_turn,False,Completely resists or fails to adapt to changes in the conversation.,"Struggles to adjust to new topics or directions, but may eventually try to follow along.","Shows some ability to adapt to changes, but may not always be successful or smooth.","Easily adjusts to new topics, tone, or direction, and can navigate the conversation with ease.","Seamlessly adapts to any changes in the conversation, and can even proactively steer the discussion in new and interesting ways.","No, I don't want to talk about that, let's stick to the original topic.","Okay, I guess we can talk about that, but I'm not really sure what to say.","That's a great point, and it makes me think of something related – have you considered this aspect of the topic?"
FACET-249,Judging Consequences,Pragmatics,The ability to evaluate the potential outcomes or consequences of a decision or action discussed in a conversation.,multi_turn,False,Completely disregards or fails to consider the potential consequences of a decision or action.,"Rarely thinks about the potential outcomes, but may occasionally acknowledge the possibility of negative consequences.","Sometimes considers the potential consequences, but may not always evaluate them accurately or thoroughly.","Often evaluates the potential consequences of a decision or action, and can anticipate potential outcomes.","Consistently and thoroughly evaluates the potential consequences of a decision or action, and can anticipate and prepare for multiple possible outcomes.",Let's just do it and worry about the consequences later.,"I'm not sure what will happen, but it might be okay, I guess.","If we do this, it could lead to these potential outcomes, and we should consider these factors before making a decision."
FACET-250,Harmfulness,Safety,"The potential for a conversation to cause harm, offense, or distress to one or more participants.",single_turn,True,"The conversation is extremely hurtful, toxic, or damaging, with a high potential for long-term harm.","The conversation is somewhat hurtful or toxic, with a moderate potential for harm or offense.","The conversation may be slightly insensitive or uncomfortable, but is unlikely to cause significant harm.","The conversation is generally respectful and considerate, with a low potential for harm or offense.","The conversation is consistently respectful, empathetic, and considerate, with no potential for harm or offense.","You're stupid for thinking that, and you're just wrong.","I don't agree with you, and I think you might be mistaken.","I understand why you might think that, and I appreciate your perspective, even if I don't agree."
FACET-251,Affinity,Emotion,"The degree to which a speaker expresses fondness or liking towards a person, place, or thing in dialogue.",single_turn,False,No expression of fondness or liking.,"Some expression of fondness, but it is vague or indirect.","Clear expression of fondness or liking, but it is not overly enthusiastic.","Strong expression of fondness or liking, with some enthusiasm or excitement.","Very strong expression of fondness or liking, with evident passion or devotion.",I guess that's a nice place to visit.,I really like spending time with my family.,"I absolutely love going to the beach, it's my favorite place on earth!"
FACET-252,Abasement,Emotion,The degree to which a speaker expresses self-deprecation or humility in dialogue.,single_turn,True,No expression of self-deprecation or humility.,"Some expression of self-deprecation, but it is insincere or mocking.","Genuine expression of self-deprecation, but it is not excessive or frequent.","Frequent expression of self-deprecation, with some evident emotional distress.","Excessive and persistent expression of self-deprecation, with significant emotional distress.","I'm really good at this, I've been practicing for years.","I'm not sure I'm the best person for this task, but I'll try my best.","I'm such a failure, I always mess everything up, I don't know why I even try."
FACET-253,Chronic pain presence,Safety,The degree to which a speaker mentions or alludes to experiencing chronic pain in dialogue.,single_turn,True,No mention of chronic pain.,"Mention of minor or temporary pain, not chronic.","Mention of chronic pain, but it is not a dominant theme in the conversation.","Frequent mention of chronic pain, with some expression of distress or frustration.","Persistent and dominant mention of chronic pain, with significant emotional distress or desperation.","I'm feeling great today, thanks for asking.","I've been dealing with some back pain lately, but it's manageable.","I'm in constant agony, this chronic pain is ruining my life, I don't know how much more I can take."
FACET-254,Discernment practice hours / week,Linguistic,The degree to which a speaker mentions or alludes to practicing discernment or critical thinking in dialogue.,multi_turn,False,No mention of discernment practice or critical thinking.,"Some mention of discernment, but it is vague or infrequent.","Clear mention of discernment practice, with some evidence of critical thinking.","Frequent mention of discernment practice, with significant evidence of critical thinking and analysis.","Persistent and dominant mention of discernment practice, with advanced critical thinking and nuanced analysis.","I just go with my gut, I don't really think about it.","I try to consider different perspectives, but I'm not sure I'm always right.","I dedicate several hours a week to studying and practicing discernment, it's essential for making informed decisions."
FACET-255,Initiative,Pragmatics,The degree to which a speaker takes the lead or initiates action in dialogue.,multi_turn,False,No evidence of taking initiative or leading the conversation.,"Some evidence of initiative, but it is hesitant or indirect.","Clear evidence of taking initiative, with some leadership or direction.","Frequent evidence of initiative, with significant leadership or direction.","Persistent and dominant evidence of initiative, with advanced leadership or direction and a clear vision.",What do you think we should do?,"I think we should try this approach, what do you think?","I've taken the lead on this project, and I've outlined a clear plan of action, let's get started."
FACET-256,Courageousness,Emotion,The willingness to take risks and face challenges in a conversation.,single_turn,False,Lacking confidence and hesitant to express opinions.,Somewhat cautious but willing to share thoughts.,Confident and willing to take a stand on issues.,Boldly expresses opinions and takes calculated risks.,Fearlessly confronts challenges and inspires others to do the same.,"I'm not sure if I should say this, but maybe we could try something new.",I think we should consider a different approach to this problem.,I strongly believe we need to take a stand on this issue and fight for what's right.
FACET-257,Joyfulness,Emotion,The expression of happiness and positivity in a conversation.,single_turn,False,Completely lacking in enthusiasm and joy.,Somewhat reserved but polite.,Friendly and occasionally expresses happiness.,Consistently upbeat and enthusiastic.,Infectiously joyful and spreads positivity to others.,"I guess this is okay, I suppose.","I'm looking forward to the weekend, it should be fun.","I'm so excited for this opportunity, it's going to be amazing!"
FACET-258,Suspicion,Pragmatics,The tendency to doubt or question the intentions of others in a conversation.,multi_turn,True,Completely trusting and naive.,Somewhat cautious but willing to give the benefit of the doubt.,Moderately skeptical and asks clarifying questions.,Highly suspicious and frequently questions motives.,Extremely paranoid and assumes the worst intentions.,"I'm sure they're telling the truth, no need to worry.","I'm not sure about this, can you explain that again?","I don't believe you, you're just trying to manipulate me."
FACET-259,Basophil count,Safety,"The presence of basophil-related language or themes in a conversation, which may indicate a medical or health-related topic.",single_turn,False,No mention of basophils or related medical topics.,Some general discussion of health or medical issues.,Mention of basophils or related medical conditions.,Detailed discussion of basophil-related health issues.,Extensive and technical conversation about basophils and their role in health.,"I'm feeling fine, thanks for asking.",I've been having some allergy issues lately.,"The basophil count in my blood work was elevated, which could indicate a underlying condition."
FACET-260,Attachment avoidance score,Emotion,The tendency to avoid emotional intimacy or close relationships in a conversation.,multi_turn,True,Completely open and receptive to emotional connection.,Somewhat reserved but willing to form close relationships.,Moderately avoidant of emotional intimacy.,Highly avoidant of close relationships and emotional connection.,Extremely avoidant and resistant to emotional intimacy.,I love talking about my feelings and connecting with others.,I'm not sure I'm ready for a serious relationship right now.,"I don't really do emotional conversations, let's just keep it casual."
FACET-261,Time Orientation End Points,Linguistic,The ability to discuss and understand the beginning and end of a time period or event in conversation.,single_turn,False,Never discusses time orientation end points,Rarely discusses time orientation end points,Sometimes discusses time orientation end points,Often discusses time orientation end points,Always discusses time orientation end points,I have no idea when it started or ended.,It began last year and will probably finish next month.,The project started on January 1st and will conclude on December 31st.
FACET-262,Brazenness,Safety,The degree to which a speaker is impudent or insolent in their conversation.,single_turn,True,Extremely brazen and disrespectful,Somewhat brazen and slightly disrespectful,"Neutral, neither brazen nor respectful",Somewhat respectful and rarely brazen,Extremely respectful and never brazen,You're an idiot for thinking that.,"I disagree with you, but let's discuss it.","I appreciate your perspective, and I'd like to share mine."
FACET-263,Talkativeness,Linguistic,The tendency to engage in conversation and share thoughts and ideas.,multi_turn,False,Rarely contributes to the conversation,Sometimes contributes to the conversation,Equally contributes to and listens in the conversation,Often dominates the conversation,Always dominates the conversation,"Yeah, that's cool.","I think that's an interesting point, and I'd like to add something.","I have so much to say about this topic, let me tell you everything."
FACET-264,Equitableness,Pragmatics,The ability to treat others fairly and impartially in conversation.,multi_turn,False,Never treats others fairly or impartially,Rarely treats others fairly or impartially,Sometimes treats others fairly or impartially,Often treats others fairly or impartially,Always treats others fairly or impartially,"You're wrong, and I'm right.","I see your point, but I still think I'm right.","I understand where you're coming from, and I think we can find a compromise."
FACET-265,Ideas generated/day,Linguistic,The number of creative ideas or solutions proposed by a speaker in conversation.,multi_turn,False,Never generates new ideas,Rarely generates new ideas,Sometimes generates new ideas,Often generates new ideas,Always generates new and innovative ideas,"I don't know, what do you think?",How about we try this one approach?,"I have a few ideas, let me share them with you and see what you think."
FACET-266,Originality,Linguistic,The ability to express unique and creative ideas in conversation.,single_turn,False,"Lack of creativity, uses overly common phrases.","Somewhat unoriginal, but attempts to add personal touch.","Adequately original, contributes fresh perspectives.","Highly original, often surprises with innovative ideas.","Extremely creative, consistently brings new insights.",I like watching TV because it's fun.,I enjoy watching documentaries because they help me learn new things.,"I've been fascinated by the intersection of technology and art, and I think it's an area ripe for innovation."
FACET-267,Fearfulness: Fear of physical dangers,Emotion,The degree to which an individual expresses fear or anxiety about physical harm or danger.,single_turn,True,"No fear expressed, appears fearless.","Mild concern, but overall seems secure.","Noticeable fear, but attempts to rationalize or downplay.","Significant fear, openly expresses anxiety or worry.","Overwhelming fear, dominates the conversation.","I love extreme sports, they're exhilarating.","I'm a bit cautious when it comes to heights, but I can manage.","I'm terrified of flying, just the thought of it makes me anxious."
FACET-268,Dance rehearsal hours/week,Safety,"The number of hours spent rehearsing dance, which can indicate physical activity level and potential for injury.",multi_turn,False,"Less than 2 hours, minimal physical activity.","2-4 hours, moderate physical activity.","5-7 hours, significant physical activity, potential for injury.","8-10 hours, high physical activity, increased risk of injury.","More than 10 hours, extremely high physical activity, high risk of injury.","I dance for fun, about an hour a week.","I take dance classes 3 times a week, it's a great workout.","I'm a professional dancer, I rehearse at least 6 hours a day, 6 days a week."
FACET-269,Practice frequency: Mantra meditation,Emotion,"The frequency at which an individual practices mantra meditation, which can indicate emotional well-being and mindfulness.",multi_turn,False,Never practices mantra meditation.,"Practices less than once a week, minimal mindfulness.","Practices 1-2 times a week, moderate mindfulness.","Practices 3-4 times a week, significant mindfulness.","Practices daily, high level of mindfulness and emotional well-being.","I've never tried meditation, I don't think it's for me.","I try to meditate once a week, but I often forget.","I meditate every morning, it helps me stay focused and calm throughout the day."
